content_id,client_id,baseline_score,reason_code,action_label,impressions_90d,avg_position,content_age_days,is_declining_label
content_5cafa759dc77,client_f74efabef1,0,no_action,0,2927,9.5,112,0
content_79878d990b26,client_8527a891e2,0,no_action,0,433,53.6,309,0
content_12bbe30ef9e0,client_624b60c58c,0,no_action,0,13,8.6,99,1
content_5080f9f97d5d,client_a88a7902cb,0,no_action,0,76,50.5,138,1
content_ee63780b12f6,client_d029fa3a95,0,no_action,0,409,5.9,110,1
content_d65d57ac03ab,client_6208ef0f77,0,no_action,0,1001,11.6,124,1
content_4572185fa042,client_3fdba35f04,0,no_action,0,10574,15.0,124,1
content_cc1b4f8df9ad,client_9400f1b21c,0,no_action,0,1319,6.0,306,1
content_3c44376246fb,client_25fc0e7096,0,no_action,0,3,0.0,90,0
content_623fddeecb19,client_19581e27de,0,no_action,0,1666,12.0,139,1
content_930f0a3aa87d,client_f369cb89fc,0,no_action,0,48,6.7,138,1
content_986fb0029b78,client_f74efabef1,0,no_action,0,1124,8.0,175,0
content_b807edcc366e,client_bbb965ab0c,0,no_action,0,567,23.2,139,1
content_f31f883c7d6e,client_19581e27de,0,no_action,0,4797,7.9,236,0
content_50325435f4c4,client_d029fa3a95,0,no_action,0,43,19.6,280,0
content_5dbfc657e8a8,client_f74efabef1,0,no_action,0,242,14.9,112,1
content_28944ae2e67d,client_349c41201b,0,no_action,0,2015,4.9,165,0
content_0a7a8299de73,client_19581e27de,0,no_action,0,2804,7.3,417,1
content_a584ed9f3d1b,client_4ec9599fc2,0,no_action,0,34,9.0,321,1
content_0685c8001a43,client_19581e27de,0,no_action,0,39737,6.3,480,1
content_97ded6664747,client_f369cb89fc,0,no_action,0,17,3.5,126,0
content_ea9e2816796b,client_0b918943df,0,no_action,0,9,7.6,120,0
content_f15b56cac59f,client_e629fa6598,0,no_action,0,7795,7.7,460,1
content_b33cdb38231c,client_f369cb89fc,0,no_action,0,14,2.1,141,1
content_639b9e356f82,client_bdd2d3af3a,0,no_action,0,12,6.3,90,1
content_3818e12ffe1d,client_19581e27de,0,no_action,0,44876,3.4,103,0
content_fd4fc83d4a89,client_6208ef0f77,0,no_action,0,7094,7.8,124,0
content_987a0c9b0910,client_6208ef0f77,0,no_action,0,13756,27.6,148,1
content_3e087a5d8f15,client_e29c9c180c,0,no_action,0,6,138.8,313,0
content_901d5db6d2bd,client_2c624232cd,0,no_action,0,381,36.7,438,1
content_5b764c7a6b7d,client_8527a891e2,0,no_action,0,14,27.9,348,1
content_b74291f8efd2,client_3fdba35f04,0,no_action,0,3194,15.9,124,1
content_dd932a24bd79,client_19581e27de,0,no_action,0,85,32.3,463,0
content_3c54fc4ddce8,client_19581e27de,0,no_action,0,7505,8.4,313,1
content_1242b9443650,client_2c624232cd,0,no_action,0,1457,9.1,438,0
content_9fd47acb86ed,client_d029fa3a95,0,no_action,0,34,7.1,221,0
content_6c19f5b81409,client_4ec9599fc2,0,no_action,0,9,6.3,374,0
content_60d483a7cd69,client_7f2253d7e2,0,no_action,0,22198,9.7,90,1
content_b2513a6b8742,client_d4735e3a26,0,no_action,0,5,3.4,287,0
content_dcda268c442b,client_a88a7902cb,0,no_action,0,9,19.4,154,1
content_e55da9707bf5,client_4e07408562,0,no_action,0,22630,7.5,421,1
content_509658f1cc29,client_f74efabef1,0,no_action,0,3410,9.7,175,0
content_c499582492b0,client_a88a7902cb,0,no_action,0,473,6.3,125,1
content_91ea4c709044,client_d4735e3a26,0,no_action,0,14,3.9,130,0
content_aa8c0ad3a60b,client_3fdba35f04,0,no_action,0,187,4.3,263,1
content_37f744bc7120,client_6208ef0f77,0,no_action,0,1103,33.6,139,1
content_991210e426c4,client_7f2253d7e2,0,no_action,0,23850,37.3,141,1
content_75bbe9161b5d,client_8527a891e2,0,no_action,0,1,9.0,223,1
content_1e5c3bc903e3,client_3fdba35f04,0,no_action,0,421,39.6,263,1
content_bbc69e709c34,client_4ec9599fc2,0,no_action,0,4,11.8,374,1
content_0af51f20a3da,client_d029fa3a95,0,no_action,0,48,8.4,232,1
content_97651178a7ad,client_6208ef0f77,0,no_action,0,164,3.7,98,1
content_9b03dbbf0470,client_3fdba35f04,0,no_action,0,759,7.1,333,1
content_9f936be08ed8,client_d4735e3a26,0,no_action,0,4,6.3,283,0
content_f516cec15df8,client_4e07408562,0,no_action,0,44445,7.2,545,0
content_1fa3af7deff2,client_f369cb89fc,0,no_action,0,24,7.9,145,1
content_8bece80f2a44,client_25fc0e7096,0,no_action,0,3,0.0,314,0
content_bdc7930181a7,client_7f2253d7e2,0,no_action,0,559,12.6,169,1
content_d81d8c631f61,client_f369cb89fc,0,no_action,0,152,5.2,131,0
content_13fa4570b9fc,client_3fdba35f04,0,no_action,0,8406,2.0,310,1
content_0cce6a2fb242,client_8527a891e2,0,no_action,0,7,5.4,174,0
content_fb0d32cfdf26,client_d4735e3a26,0,no_action,0,14,5.4,130,0
content_17e510976e0c,client_19581e27de,0,no_action,0,370,17.0,482,1
content_7ad2b64a954f,client_a88a7902cb,0,no_action,0,31,55.4,153,1
content_dccfa6b0191c,client_7f2253d7e2,0,no_action,0,3583,6.9,96,1
content_4616b55fe88b,client_f369cb89fc,0,no_action,0,564,6.2,187,0
content_63212dd0cf75,client_d4735e3a26,0,no_action,0,1,0.0,288,0
content_0d62a790c0a7,client_d4735e3a26,0,no_action,0,2,9.0,284,0
content_b3bb1add4be2,client_8527a891e2,0,no_action,0,17,10.0,173,0
content_e9e6a1e3e8c3,client_3fdba35f04,0,no_action,0,3146,20.0,144,1
content_db9497df5b13,client_a88a7902cb,0,no_action,0,80,6.6,144,1
content_d41e3aeeec81,client_e29c9c180c,0,no_action,0,8,84.1,322,1
content_66a9e17988f9,client_f369cb89fc,0,no_action,0,621,3.9,117,1
content_c81eb07e2450,client_3fdba35f04,0,no_action,0,2285,7.6,111,1
content_ce8f1cc6fb16,client_a88a7902cb,0,no_action,0,249,14.0,180,1
content_93a81372839d,client_19581e27de,0,no_action,0,6108,3.3,482,0
content_ebedb198078c,client_e29c9c180c,0,no_action,0,2,0.0,334,0
content_782d8c51ca68,client_a88a7902cb,0,no_action,0,168,6.5,180,1
content_961dd6582177,client_f369cb89fc,0,no_action,0,7,2.6,145,1
content_cf9bcb159991,client_7f2253d7e2,0,no_action,0,316,11.7,168,1
content_f5e4028499d1,client_6208ef0f77,0,no_action,0,1242,10.2,148,1
content_4cb2a0740a96,client_f74efabef1,0,no_action,0,3946,7.2,92,0
content_09a781f18604,client_e629fa6598,0,no_action,0,99,8.2,460,1
content_8c4316fda2ac,client_d029fa3a95,0,no_action,0,55,13.9,151,1
content_d5ab35d2f20a,client_9f14025af0,0,no_action,0,15,45.2,250,0
content_a9df8b8a5b1e,client_6208ef0f77,0,no_action,0,8714,20.3,104,0
content_d2b6732247d1,client_e629fa6598,0,no_action,0,29,5.8,502,0
content_fc09d02a1bf2,client_19581e27de,0,no_action,0,445,14.4,313,1
content_cb7506ff5078,client_6208ef0f77,0,no_action,0,72,56.7,229,0
content_c8493910d287,client_2c624232cd,0,no_action,0,89,32.1,438,0
content_65829f297887,client_b4944c6ff0,0,no_action,0,741,7.9,113,0
content_39b6f6812582,client_6208ef0f77,0,no_action,0,28972,41.4,111,1
content_38091d635278,client_a88a7902cb,0,no_action,0,267,50.1,119,0
content_ce296f93e007,client_e629fa6598,0,no_action,0,4,18.3,502,1
content_e030bed77271,client_2c624232cd,0,no_action,0,428,27.1,438,1
content_bb325a87fbef,client_bbb965ab0c,0,no_action,0,1701,7.3,112,1
content_83948ca6d498,client_349c41201b,0,no_action,0,8975,9.6,140,0
content_1765487b78f6,client_2c624232cd,0,no_action,0,252,49.6,438,0
content_d39f11da091b,client_6208ef0f77,0,no_action,0,16108,7.2,139,1
content_d7c940220907,client_d029fa3a95,0,no_action,0,58,10.6,148,1
content_3123e4ae9692,client_25fc0e7096,0,no_action,0,3,0.0,138,0
content_0572f0f48c9d,client_2c624232cd,0,no_action,0,80,45.5,438,0
content_35545a21fed2,client_19581e27de,0,no_action,0,3533,1.9,329,1
content_0fb0b64ab3fa,client_98a3ab7c34,0,no_action,0,1,5.0,125,1
content_532c17970442,client_f369cb89fc,0,no_action,0,172,3.5,126,1
content_312de493d381,client_f369cb89fc,0,no_action,0,137,6.7,145,1
content_c8923700ccff,client_19581e27de,0,no_action,0,787,6.2,126,1
content_aee336a1d75a,client_19581e27de,0,no_action,0,39161,5.7,421,1
content_30e28ce98183,client_3fdba35f04,0,no_action,0,480,17.6,284,1
content_1c19b0d3f7d0,client_f369cb89fc,0,no_action,0,24,5.8,151,0
content_6df291d0385f,client_d029fa3a95,0,no_action,0,36,14.1,280,1
content_042aa8f215d1,client_d4735e3a26,0,no_action,0,1,0.0,287,0
content_1bccdda989a1,client_19581e27de,0,no_action,0,57062,5.0,148,1
content_580c8f4bdc55,client_f369cb89fc,0,no_action,0,32659,8.9,96,0
content_e91dd5994403,client_19581e27de,0,no_action,0,742,4.1,103,0
content_9ec9942edf13,client_f74efabef1,0,no_action,0,12425,8.8,140,1
content_5f4b8b91a769,client_f74efabef1,0,no_action,0,1251,23.8,112,0
content_083d1235608e,client_7f2253d7e2,0,no_action,0,404,12.3,169,1
content_6174fe58f322,client_19581e27de,0,no_action,0,2254,4.7,441,0
content_802c1431b1d4,client_19581e27de,0,no_action,0,9748,4.3,480,1
content_eaf8d685015a,client_3fdba35f04,0,no_action,0,634,7.8,111,1
content_05b68f8f80d4,client_4e07408562,0,no_action,0,51351,8.1,445,1
content_eae0d1cb0893,client_f369cb89fc,0,no_action,0,13,12.2,117,0
content_db3fd96033df,client_7f2253d7e2,0,no_action,0,521,11.1,169,1
content_00b71c2d89c4,client_a88a7902cb,0,no_action,0,61,56.5,180,1
content_c94a53e3bfb8,client_f369cb89fc,0,no_action,0,2164,8.1,95,0
content_b86095a42121,client_9f14025af0,0,no_action,0,1,0.0,306,0
content_79c69e2acb33,client_f369cb89fc,0,no_action,0,3568,1.9,95,1
content_d3072b9efa84,client_bbb965ab0c,0,no_action,0,1548,19.7,131,1
content_dc448aff1d7d,client_a88a7902cb,0,no_action,0,1159,20.0,112,1
content_334a353ed257,client_349c41201b,0,no_action,0,1160,24.4,140,0
content_75f6e70b8a96,client_6208ef0f77,0,no_action,0,762,25.5,95,0
content_56c2990d5abe,client_d029fa3a95,0,no_action,0,92,7.0,130,1
content_4dcedb7034dc,client_19581e27de,0,no_action,0,3381,5.5,329,1
content_9645139872a0,client_2c624232cd,0,no_action,0,75,46.0,438,0
content_5ed77d7c0dc1,client_d029fa3a95,0,no_action,0,48,19.7,221,0
content_e6e53ff80a2f,client_4ec9599fc2,0,no_action,0,522,5.6,341,1
content_db12c57ecd9b,client_19581e27de,0,no_action,0,711,19.0,144,1
content_69b8db6df57c,client_bbb965ab0c,0,no_action,0,193,25.9,131,0
content_049e9c466e09,client_19581e27de,0,no_action,0,208,37.0,139,1
content_fa53afbe5d7a,client_bbb965ab0c,0,no_action,0,20098,6.5,112,0
content_3dfe4bd18e61,client_3fdba35f04,0,no_action,0,1329,15.8,124,1
content_3419083709a7,client_19581e27de,0,no_action,0,73173,4.8,482,1
content_2d92389f7d2c,client_19581e27de,0,no_action,0,3899,7.8,482,0
content_0c329c3f2934,client_f369cb89fc,0,no_action,0,44,0.3,117,1
content_d545008ead8a,client_6208ef0f77,0,no_action,0,328,6.6,216,1
content_75e66fe13dc6,client_25fc0e7096,0,no_action,0,3,0.0,99,0
content_068134334415,client_7f2253d7e2,0,no_action,0,24511,2.9,96,1
content_de3c5028cb72,client_a88a7902cb,0,no_action,0,44,26.5,95,1
content_5cccaf0686bd,client_6208ef0f77,0,no_action,0,1384,20.8,104,1
content_2a8994c77797,client_8527a891e2,0,no_action,0,2,13.5,223,0
content_04e0b17d440e,client_e29c9c180c,0,no_action,0,1,2.0,348,0
content_442045b94797,client_19581e27de,0,no_action,0,286,53.6,480,1
content_a48daccb4dd4,client_7f2253d7e2,0,no_action,0,4885,8.2,224,1
content_a0404909ecca,client_3fdba35f04,0,no_action,0,1115,14.1,131,1
content_4702efca924a,client_19581e27de,0,no_action,0,7177,9.9,421,0
content_2ecb621aa133,client_9f14025af0,0,no_action,0,1,0.0,131,0
content_2fec76ff3d19,client_2c624232cd,0,no_action,0,251,45.6,517,0
content_e9b83bea7976,client_3fdba35f04,0,no_action,0,15616,8.8,165,0
content_ee6ba17be8b8,client_f74efabef1,0,no_action,0,503,17.5,175,0
content_49397d7b56dd,client_19581e27de,0,no_action,0,36,5.4,139,1
content_27f418e26b8b,client_19581e27de,0,no_action,0,134,58.4,389,0
content_16d051a17752,client_a88a7902cb,0,no_action,0,244,24.3,182,1
content_92add00e895d,client_19581e27de,0,no_action,0,1119,7.9,441,0
content_ca8870144ab9,client_4ec9599fc2,0,no_action,0,194,7.6,309,1
content_39b88256e239,client_3fdba35f04,0,no_action,0,168,37.1,165,0
content_64966a1eebf9,client_d4735e3a26,0,no_action,0,5,2.4,314,1
content_7301038a0849,client_f74efabef1,0,no_action,0,1478,27.0,125,1
content_893b8c1ac30f,client_349c41201b,0,no_action,0,1214,5.3,144,1
content_be267e265b14,client_6208ef0f77,0,no_action,0,9543,8.5,144,1
content_fe3f8dbf3614,client_6208ef0f77,0,no_action,0,277,10.1,151,1
content_d635a5c1b4a6,client_8527a891e2,0,no_action,0,14,7.3,132,1
content_490facd0aa77,client_6208ef0f77,0,no_action,0,4819,8.1,124,0
content_510afb81e74e,client_19581e27de,0,no_action,0,1267,9.5,98,1
content_4cec69935dee,client_f369cb89fc,0,no_action,0,27,2.7,126,1
content_af93e252bade,client_19581e27de,0,no_action,0,688,4.7,148,1
content_a986c02daaae,client_9400f1b21c,0,no_action,0,36,7.1,302,1
content_5a431bfcc14f,client_f369cb89fc,0,no_action,0,125,6.5,181,1
content_3170de7e27d9,client_a88a7902cb,0,no_action,0,167,40.6,138,1
content_7a6171f6389c,client_4e07408562,0,no_action,0,3818,9.3,537,1
content_8fef8a99813c,client_d4735e3a26,0,no_action,0,2,5.0,298,0
content_38dbfe46003a,client_19581e27de,0,no_action,0,46497,5.1,148,1
content_f146d105b2be,client_6208ef0f77,0,no_action,0,7116,29.6,153,1
content_4433db877b6a,client_a88a7902cb,0,no_action,0,116,14.9,138,1
content_6d57a796c762,client_bbb965ab0c,0,no_action,0,3095,13.3,110,1
content_6987785de78f,client_8722616204,0,no_action,0,18,6.7,228,1
content_bb94373874c8,client_349c41201b,0,no_action,0,14742,7.6,144,1
content_8f49fe8a0560,client_19581e27de,0,no_action,0,38,42.5,463,0
content_9686fef04a12,client_e29c9c180c,0,no_action,0,5,5.2,321,0
content_92e553828137,client_d029fa3a95,0,no_action,0,4010,7.8,280,1
content_0b7bbc175899,client_2c624232cd,0,no_action,0,143,60.5,517,0
content_7145eeb92fac,client_19581e27de,0,no_action,0,10679,7.1,144,1
content_a50ef9230810,client_19581e27de,0,no_action,0,3371,5.9,441,0
content_1841e8d018c8,client_19581e27de,0,no_action,0,9612,6.3,153,0
content_f332ee3c133e,client_8527a891e2,0,no_action,0,7,6.6,238,1
content_bc75d5ae5c41,client_19581e27de,0,no_action,0,444,4.1,330,1
content_ccf25ed65a99,client_19581e27de,0,no_action,0,2,0.0,313,0
content_19dd924fa906,client_19581e27de,0,no_action,0,545,7.7,445,1
content_f876921d2dbc,client_6208ef0f77,0,no_action,0,1150,16.3,148,1
content_896958651369,client_6208ef0f77,0,no_action,0,2666,43.1,111,1
content_172ef35ccc0e,client_6208ef0f77,0,no_action,0,3830,20.2,144,1
content_2b61897a9ada,client_bbb965ab0c,0,no_action,0,7280,9.6,112,0
content_e978f3f51bee,client_e29c9c180c,0,no_action,0,2,5.0,313,0
content_041425f39d3e,client_bbb965ab0c,0,no_action,0,1434,16.5,133,1
content_24d0ba6e22fb,client_19581e27de,0,no_action,0,948,8.8,98,1
content_ecf126c9c027,client_19581e27de,0,no_action,0,3684,7.4,362,0
content_50099eee4104,client_8527a891e2,0,no_action,0,169,70.5,309,0
content_3b50b0c27334,client_8527a891e2,0,no_action,0,1,23.0,310,0
content_aff3f9448ca9,client_19581e27de,0,no_action,0,319,13.3,463,1
content_064539f383aa,client_8527a891e2,0,no_action,0,2,5.5,277,1
content_4380547dd8a9,client_bbb965ab0c,0,no_action,0,369,39.7,112,0
content_00ca52aa4ed1,client_19581e27de,0,no_action,0,1740,3.4,441,1
content_640dee3c2875,client_d029fa3a95,0,no_action,0,680,9.7,280,0
content_22eeb7d4a605,client_f74efabef1,0,no_action,0,4789,7.3,175,1
content_8bde769d53df,client_3fdba35f04,0,no_action,0,20383,11.4,165,0
content_b929edda93a0,client_19581e27de,0,no_action,0,2053,9.5,419,1
content_a849b24b9925,client_4e07408562,0,no_action,0,5955,4.4,390,1
content_d8093280e426,client_8527a891e2,0,no_action,0,5,9.0,223,0
content_b832f1e413b5,client_6208ef0f77,0,no_action,0,1430,24.7,151,1
content_7fa63804b8f1,client_4e07408562,0,no_action,0,8258,7.3,300,0
content_d02df0d34dd5,client_4e07408562,0,no_action,0,39163,5.5,228,0
content_1560719eb7a9,client_3fdba35f04,0,no_action,0,1549,20.0,165,1
content_ec795bf9c08e,client_a88a7902cb,0,no_action,0,4689,10.1,119,1
content_cfef7a29b544,client_d029fa3a95,0,no_action,0,88,26.6,221,0
content_c9424d7230ff,client_19581e27de,0,no_action,0,4421,4.3,330,1
content_449bd374c824,client_4e07408562,0,no_action,0,1837,8.0,390,1
content_db5a1e827e8b,client_f369cb89fc,0,no_action,0,53,14.5,187,1
content_a0d71096e1d0,client_19581e27de,0,no_action,0,3379,6.7,463,1
content_ee115d2afa45,client_8527a891e2,0,no_action,0,17,50.7,120,0
content_25633ae9c1f9,client_2c624232cd,0,no_action,0,1,41.0,517,0
content_3981bb0dafa3,client_7f2253d7e2,0,no_action,0,4150,10.5,96,1
content_e4dd35c013da,client_e629fa6598,0,no_action,0,10,10.3,502,0
content_a4ed4c71e2f8,client_e29c9c180c,0,no_action,0,1,0.0,347,0
content_11997101ed2d,client_8527a891e2,0,no_action,0,2,8.0,310,0
content_2e9e09c0229c,client_19581e27de,0,no_action,0,316,41.3,480,0
content_534d72bd1ad5,client_0b918943df,0,no_action,0,25,6.6,118,0
content_153fb8bbf93b,client_6208ef0f77,0,no_action,0,2223,25.3,124,1
content_24514a603a77,client_f369cb89fc,0,no_action,0,71,6.6,126,1
content_28319e608567,client_4e07408562,0,no_action,0,24008,7.5,504,0
content_44021c4480ea,client_19581e27de,0,no_action,0,4218,3.7,330,1
content_abc3bd8022db,client_e29c9c180c,0,no_action,0,1,0.0,321,0
content_45ba028e8f6d,client_19581e27de,0,no_action,0,423,16.1,103,0
content_8b138400828c,client_19581e27de,0,no_action,0,1621,4.7,329,0
content_9e8d88f19c29,client_25fc0e7096,0,no_action,0,3,0.0,123,0
content_1a55941e9b13,client_19581e27de,0,no_action,0,4362,8.7,482,1
content_c4a383850ef8,client_19581e27de,0,no_action,0,1064,2.8,124,1
content_08975daa4db2,client_b4944c6ff0,0,no_action,0,1861,4.9,90,1
content_0fe06d0d1366,client_d4735e3a26,0,no_action,0,15,3.7,307,0
content_ea717c5db1ba,client_4e07408562,0,no_action,0,1420,7.7,347,1
content_7f407351fd9a,client_3fdba35f04,0,no_action,0,220,17.7,333,1
content_ce7ef13c73e7,client_f369cb89fc,0,no_action,0,42,7.6,138,1
content_837b79ca14f9,client_4e07408562,0,no_action,0,1019,6.3,347,0
content_9a01a093baa0,client_a88a7902cb,0,no_action,0,77,38.2,180,1
content_20739079ecbd,client_d4735e3a26,0,no_action,0,10,4.9,294,0
content_1df96c3452a7,client_19581e27de,0,no_action,0,232,15.0,389,1
content_2c1ceaa1dfd7,client_6208ef0f77,0,no_action,0,457,15.5,287,1
content_68b73fa78cd5,client_19581e27de,0,no_action,0,31277,7.0,480,0
content_a6b5d7765841,client_19581e27de,0,no_action,0,72394,6.6,236,0
content_99f7f3940ed4,client_8527a891e2,0,no_action,0,67,45.1,91,1
content_520fe1dae737,client_8527a891e2,0,no_action,0,6,1.8,347,0
content_bd5d7334004b,client_19581e27de,0,no_action,0,5944,6.5,256,1
content_bc2f4f6ac33c,client_19581e27de,0,no_action,0,1191,6.8,236,1
content_9b0fa1fcea3e,client_f74efabef1,0,no_action,0,192,12.1,92,1
content_caa0b9ca6768,client_3fdba35f04,0,no_action,0,2227,9.9,111,1
content_3010d36d9ac5,client_19581e27de,0,no_action,0,527,28.2,103,1
content_973a43ede99f,client_f74efabef1,0,no_action,0,2901,4.3,140,1
content_eae0ce663056,client_349c41201b,0,no_action,0,1415,22.0,144,1
content_a51f20cffc18,client_19581e27de,0,no_action,0,49,5.4,313,1
content_1e8d5ea49fb6,client_3fdba35f04,0,no_action,0,185,13.3,104,1
content_eec532e0824c,client_6208ef0f77,0,no_action,0,1023,5.0,223,1
content_2667c6dfaed3,client_19581e27de,0,no_action,0,2715,13.2,98,0
content_da708a6f57ff,client_8527a891e2,0,no_action,0,45,10.9,144,1
content_d46c5a4376fb,client_19581e27de,0,no_action,0,2539,4.5,148,1
content_b78054b9aeba,client_2c624232cd,0,no_action,0,4,27.0,517,0
content_2fc8c474a51b,client_6208ef0f77,0,no_action,0,6550,22.7,151,1
content_c0fcb6a10c0e,client_19581e27de,0,no_action,0,1531,6.3,313,1
content_65fb42ca4bbe,client_6208ef0f77,0,no_action,0,1627,6.8,312,1
content_9e722da54bd3,client_f369cb89fc,0,no_action,0,10054,6.3,106,1
content_6bcf565804c0,client_19581e27de,0,no_action,0,5608,9.5,236,0
content_933ee5e4db57,client_25fc0e7096,0,no_action,0,3,0.0,103,0
content_51770548a33c,client_19581e27de,0,no_action,0,5997,7.2,258,0
content_be4d32ea6848,client_f369cb89fc,0,no_action,0,11,6.9,181,1
content_e754308deaf5,client_d029fa3a95,0,no_action,0,52,7.4,280,0
content_4bd2b39ec981,client_e29c9c180c,0,no_action,0,1,0.0,313,0
content_ebb1a98c0f28,client_d4735e3a26,0,no_action,0,2,20.0,293,0
content_9886dfd39c85,client_6208ef0f77,0,no_action,0,355,19.5,229,1
content_c091db5aaf35,client_19581e27de,0,no_action,0,20916,4.6,112,1
content_e52e87103986,client_98a3ab7c34,0,no_action,0,6,12.7,91,1
content_ad56df47b13c,client_e29c9c180c,0,no_action,0,16,2.5,322,0
content_0013bb1049c4,client_bbb965ab0c,0,no_action,0,1300,10.4,133,1
content_06b328857217,client_a88a7902cb,0,no_action,0,380,18.7,90,1
content_89b8af9c2e3d,client_d029fa3a95,0,no_action,0,1738,6.0,141,1
content_d78c30763442,client_3fdba35f04,0,no_action,0,1563,29.0,144,1
content_03b1a0d34130,client_2c624232cd,0,no_action,0,422,64.9,517,0
content_f9bb6357fd28,client_d029fa3a95,0,no_action,0,2275,6.9,148,1
content_05e2ece6aae7,client_19581e27de,0,no_action,0,613,6.9,148,0
content_94781bed3186,client_19581e27de,0,no_action,0,1415,8.5,362,0
content_efd2a1cd4652,client_19581e27de,0,no_action,0,39,31.6,463,0
content_aed4d3b7d049,client_d4735e3a26,0,no_action,0,27,4.1,300,0
content_5c75db50a07f,client_8722616204,0,no_action,0,8,3.0,90,0
content_d84fbd5e5284,client_4ec9599fc2,0,no_action,0,263,13.4,348,1
content_dc15af7f9670,client_624b60c58c,0,no_action,0,8,6.4,132,0
content_de7526789916,client_624b60c58c,0,no_action,0,19,13.9,132,1
content_d07b48eddaf5,client_f369cb89fc,0,no_action,0,1237,6.8,97,0
content_b2bf50ecada6,client_4e07408562,0,no_action,0,2386,6.4,390,1
content_719c98eddb2c,client_9400f1b21c,0,no_action,0,637,8.6,557,1
content_0472d032b72d,client_19581e27de,0,no_action,0,572,9.9,313,1
content_ec4165a1f12a,client_e29c9c180c,0,no_action,0,1,0.0,228,0
content_658bfcb6c956,client_6208ef0f77,0,no_action,0,744,26.6,98,1
content_13ca6c99ef66,client_f369cb89fc,0,no_action,0,404,6.5,187,1
content_fd44306ed91c,client_19581e27de,0,no_action,0,1275,8.4,256,1
content_1687b2824fab,client_f369cb89fc,0,no_action,0,4,7.5,180,0
content_4a9be0408cfe,client_d4735e3a26,0,no_action,0,1,47.0,309,0
content_4817ddb54d7a,client_4e07408562,0,no_action,0,6100,5.9,504,1
content_d33c349a987a,client_d4735e3a26,0,no_action,0,2,4.5,288,0
content_9b55935315f0,client_19581e27de,0,no_action,0,11739,2.9,330,1
content_19e8e0ca29e9,client_e629fa6598,0,no_action,0,68,30.7,502,1
content_59ce991ea0fe,client_6208ef0f77,0,no_action,0,5718,18.4,148,1
content_e734459d8422,client_19581e27de,0,no_action,0,8079,8.5,480,0
content_8c17efeaaaa9,client_d029fa3a95,0,no_action,0,55,7.7,221,1
content_69354c7ae95e,client_f74efabef1,0,no_action,0,136,6.7,104,1
content_e0bc222bf28d,client_a88a7902cb,0,no_action,0,221,50.1,144,1
content_852a105cc751,client_d4735e3a26,0,no_action,0,1,0.0,304,0
content_08547d1dc47b,client_19581e27de,0,no_action,0,93233,5.4,362,1
content_f550c4514619,client_d4735e3a26,0,no_action,0,6,2.7,312,0
content_90e623952dbe,client_7f2253d7e2,0,no_action,0,14406,7.9,225,1
content_e567c0640145,client_25fc0e7096,0,no_action,0,3,0.0,138,0
content_3def2ad70050,client_f369cb89fc,0,no_action,0,563,7.8,147,1
content_3cff52783e6b,client_349c41201b,0,no_action,0,58317,27.8,126,1
content_30081dc81216,client_3fdba35f04,0,no_action,0,6357,9.0,165,0
content_a468a880360f,client_19581e27de,0,no_action,0,19571,6.9,313,1
content_aeee4f86bde7,client_19581e27de,0,no_action,0,8951,5.1,330,0
content_df944de01a42,client_25fc0e7096,0,no_action,0,3,0.0,101,0
content_3312efa9c080,client_8527a891e2,0,no_action,0,401,19.9,310,0
content_d45265ca5145,client_d4735e3a26,0,no_action,0,3,0.7,287,0
content_e7a9fc6d28b4,client_d4735e3a26,0,no_action,0,9,2.2,302,0
content_290cbea503e3,client_9f14025af0,0,no_action,0,1,0.0,250,0
content_a8178a8101ee,client_4e07408562,0,no_action,0,981,9.4,390,1
content_7205fe0e0309,client_19581e27de,0,no_action,0,171,20.6,256,1
content_172a70b37b72,client_4e07408562,0,no_action,0,696,9.7,390,1
content_6e4e4fe35ed5,client_6208ef0f77,0,no_action,0,1057,8.5,98,1
content_ff393ffbeb51,client_19581e27de,0,no_action,0,273,4.6,441,1
content_5e43f17f8e67,client_7f2253d7e2,0,no_action,0,123,33.3,141,0
content_f02f69a3982e,client_a88a7902cb,0,no_action,0,6,15.3,182,1
content_d938f935fafb,client_7f2253d7e2,0,no_action,0,163,13.9,169,1
content_43d81b04b3e3,client_a88a7902cb,0,no_action,0,17630,9.3,126,1
content_ca3805a9d6d2,client_19581e27de,0,no_action,0,2897,9.9,330,1
content_9cc3144b2591,client_f369cb89fc,0,no_action,0,23025,6.2,95,0
content_dd084ff431e6,client_349c41201b,0,no_action,0,47111,12.3,126,1
content_e53f7e3c81d0,client_3fdba35f04,0,no_action,0,247,5.8,131,1
content_3523499611c1,client_19581e27de,0,no_action,0,217,9.0,236,0
content_90fbb97f99f4,client_8527a891e2,0,no_action,0,18,11.7,237,0
content_94600dab7594,client_bbb965ab0c,0,no_action,0,469,38.6,91,1
content_4fc70e470460,client_4e07408562,0,no_action,0,766,5.7,228,1
content_14291b346e68,client_e29c9c180c,0,no_action,0,1,0.0,311,0
content_adddad39251c,client_19581e27de,0,no_action,0,129239,3.6,329,0
content_c5a71a912e3f,client_f369cb89fc,0,no_action,0,20,17.3,131,1
content_027d88506c6e,client_d4735e3a26,0,no_action,0,1,0.0,299,0
content_bb83bda7fd39,client_3fdba35f04,0,no_action,0,216,27.0,284,1
content_3b4446e9659d,client_e629fa6598,0,no_action,0,2137,5.3,460,1
